
WARNING: The TensorFlow contrib module will not be included in TensorFlow 2.0.
For more information, please see:
  * https://github.com/tensorflow/community/blob/master/rfcs/20180907-contrib-sunset.md
  * https://github.com/tensorflow/addons
If you depend on functionality not listed there, please file an issue.

WARNING:tensorflow:From ./deepQ.py:367: conv2d (from tensorflow.python.layers.convolutional) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.conv2d instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From ./deepQ.py:372: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.batch_normalization instead.
WARNING:tensorflow:From ./deepQ.py:424: flatten (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.flatten instead.
WARNING:tensorflow:From ./deepQ.py:432: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.dense instead.
WARNING:tensorflow:From /home/james/.local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
Memory Ready
Training Started
2019-03-21 16:56:05.197252: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3401000000 Hz
2019-03-21 16:56:05.255695: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x7fffed69aa30 executing computations on platform Host. Devices:
2019-03-21 16:56:05.255763: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
('Episode: 0', 'Total reward: 800.0', 'Training loss: 57.1794', 'Explore P: 0.9911')
('Episode: 786', 'Total reward: 2610.0', 'Training loss: 46.8374', 'Explore P: 0.1002')
('Episode: 787', 'Total reward: 1410.0', 'Training loss: 56.4160', 'Explore P: 0.1002')
('Episode: 788', 'Total reward: 2460.0', 'Training loss: 63.5592', 'Explore P: 0.1002')
('Episode: 789', 'Total reward: 560.0', 'Training loss: 57.1992', 'Explore P: 0.1002')
('Episode: 790', 'Total reward: 1040.0', 'Training loss: 319.7051', 'Explore P: 0.1002')
Model Saved
('Episode: 791', 'Total reward: 600.0', 'Training loss: 39.2678', 'Explore P: 0.1002')
('Episode: 792', 'Total reward: 580.0', 'Training loss: 59.2372', 'Explore P: 0.1002')
('Episode: 793', 'Total reward: 4490.0', 'Training loss: 75.1567', 'Explore P: 0.1002')
('Episode: 794', 'Total reward: 3460.0', 'Training loss: 37.2642', 'Explore P: 0.1002')
('Episode: 795', 'Total reward: 2470.0', 'Training loss: 60.6550', 'Explore P: 0.1002')
Model Saved
('Episode: 796', 'Total reward: 380.0', 'Training loss: 47.2008', 'Explore P: 0.1002')
('Episode: 797', 'Total reward: 1030.0', 'Training loss: 1408.8762', 'Explore P: 0.1002')
('Episode: 798', 'Total reward: 2630.0', 'Training loss: 73.3107', 'Explore P: 0.1002')
('Episode: 799', 'Total reward: 260.0', 'Training loss: 100.6991', 'Explore P: 0.1002')
('Episode: 800', 'Total reward: 580.0', 'Training loss: 55.5183', 'Explore P: 0.1002')
Model Saved
('Episode: 801', 'Total reward: 3960.0', 'Training loss: 378.3960', 'Explore P: 0.1002')
('Episode: 802', 'Total reward: 1280.0', 'Training loss: 85.7924', 'Explore P: 0.1002')
('Episode: 803', 'Total reward: 300.0', 'Training loss: 85.7622', 'Explore P: 0.1002')
('Episode: 804', 'Total reward: 660.0', 'Training loss: 63.2390', 'Explore P: 0.1002')
('Episode: 805', 'Total reward: 1970.0', 'Training loss: 170.1029', 'Explore P: 0.1001')
Model Saved
('Episode: 806', 'Total reward: 2090.0', 'Training loss: 150.7336', 'Explore P: 0.1001')
('Episode: 807', 'Total reward: 360.0', 'Training loss: 76.4737', 'Explore P: 0.1001')
('Episode: 808', 'Total reward: 560.0', 'Training loss: 40.4232', 'Explore P: 0.1001')
('Episode: 809', 'Total reward: 1680.0', 'Training loss: 25.8609', 'Explore P: 0.1001')
('Episode: 810', 'Total reward: 520.0', 'Training loss: 38.4763', 'Explore P: 0.1001')
Model Saved
('Episode: 811', 'Total reward: 1660.0', 'Training loss: 56.1414', 'Explore P: 0.1001')
('Episode: 812', 'Total reward: 540.0', 'Training loss: 33.8887', 'Explore P: 0.1001')
('Episode: 813', 'Total reward: 480.0', 'Training loss: 30.7631', 'Explore P: 0.1001')
('Episode: 814', 'Total reward: 1320.0', 'Training loss: 266.0378', 'Explore P: 0.1001')
('Episode: 815', 'Total reward: 580.0', 'Training loss: 24.0230', 'Explore P: 0.1001')
Model Saved
('Episode: 816', 'Total reward: 1980.0', 'Training loss: 87.5875', 'Explore P: 0.1001')
('Episode: 817', 'Total reward: 540.0', 'Training loss: 51.6118', 'Explore P: 0.1001')
('Episode: 818', 'Total reward: 1490.0', 'Training loss: 116.9404', 'Explore P: 0.1001')
('Episode: 819', 'Total reward: 220.0', 'Training loss: 328.4200', 'Explore P: 0.1001')
('Episode: 820', 'Total reward: 3070.0', 'Training loss: 103.7164', 'Explore P: 0.1001')
Model Saved
('Episode: 821', 'Total reward: 580.0', 'Training loss: 115.3641', 'Explore P: 0.1001')
('Episode: 822', 'Total reward: 890.0', 'Training loss: 55.2271', 'Explore P: 0.1001')
('Episode: 823', 'Total reward: 2620.0', 'Training loss: 69.2020', 'Explore P: 0.1001')
('Episode: 824', 'Total reward: 1730.0', 'Training loss: 88.4841', 'Explore P: 0.1001')
('Episode: 825', 'Total reward: 1610.0', 'Training loss: 60.2724', 'Explore P: 0.1001')
Model Saved
('Episode: 826', 'Total reward: 1310.0', 'Training loss: 165.5725', 'Explore P: 0.1001')
('Episode: 827', 'Total reward: 2090.0', 'Training loss: 234.2656', 'Explore P: 0.1001')
('Episode: 828', 'Total reward: 640.0', 'Training loss: 32.6301', 'Explore P: 0.1001')
('Episode: 829', 'Total reward: 1440.0', 'Training loss: 46.3319', 'Explore P: 0.1001')
('Episode: 830', 'Total reward: 1550.0', 'Training loss: 59.6753', 'Explore P: 0.1001')
Model Saved
('Episode: 831', 'Total reward: 640.0', 'Training loss: 73.5920', 'Explore P: 0.1001')
('Episode: 832', 'Total reward: 680.0', 'Training loss: 49.1384', 'Explore P: 0.1001')
('Episode: 833', 'Total reward: 320.0', 'Training loss: 32.1439', 'Explore P: 0.1001')
('Episode: 834', 'Total reward: 1740.0', 'Training loss: 88.6987', 'Explore P: 0.1001')
('Episode: 835', 'Total reward: 1530.0', 'Training loss: 47.4833', 'Explore P: 0.1001')
Model Saved
('Episode: 836', 'Total reward: 1880.0', 'Training loss: 47.8322', 'Explore P: 0.1001')
('Episode: 837', 'Total reward: 520.0', 'Training loss: 34.8730', 'Explore P: 0.1001')
('Episode: 838', 'Total reward: 360.0', 'Training loss: 43.8421', 'Explore P: 0.1001')
('Episode: 839', 'Total reward: 280.0', 'Training loss: 34.4311', 'Explore P: 0.1001')
('Episode: 840', 'Total reward: 560.0', 'Training loss: 27.9569', 'Explore P: 0.1001')
Model Saved
('Episode: 841', 'Total reward: 200.0', 'Training loss: 35.0198', 'Explore P: 0.1001')
('Episode: 842', 'Total reward: 1510.0', 'Training loss: 30.9631', 'Explore P: 0.1001')
('Episode: 843', 'Total reward: 440.0', 'Training loss: 55.8176', 'Explore P: 0.1001')
('Episode: 844', 'Total reward: 260.0', 'Training loss: 17.0532', 'Explore P: 0.1001')
('Episode: 845', 'Total reward: 2430.0', 'Training loss: 69.4606', 'Explore P: 0.1001')
Model Saved
('Episode: 846', 'Total reward: 2050.0', 'Training loss: 35.7140', 'Explore P: 0.1001')
('Episode: 847', 'Total reward: 680.0', 'Training loss: 168.2949', 'Explore P: 0.1001')
('Episode: 848', 'Total reward: 540.0', 'Training loss: 40.5390', 'Explore P: 0.1001')
('Episode: 849', 'Total reward: 1300.0', 'Training loss: 39.3027', 'Explore P: 0.1001')
('Episode: 850', 'Total reward: 380.0', 'Training loss: 29.9444', 'Explore P: 0.1001')
Model Saved
('Episode: 851', 'Total reward: 400.0', 'Training loss: 61.4974', 'Explore P: 0.1001')
('Episode: 852', 'Total reward: 600.0', 'Training loss: 45.2882', 'Explore P: 0.1001')
('Episode: 853', 'Total reward: 560.0', 'Training loss: 30.8223', 'Explore P: 0.1001')
('Episode: 854', 'Total reward: 1960.0', 'Training loss: 34.1143', 'Explore P: 0.1001')
('Episode: 855', 'Total reward: 960.0', 'Training loss: 108.3514', 'Explore P: 0.1001')
Model Saved
('Episode: 856', 'Total reward: 600.0', 'Training loss: 64.0358', 'Explore P: 0.1001')
('Episode: 857', 'Total reward: 260.0', 'Training loss: 32.4196', 'Explore P: 0.1001')
('Episode: 858', 'Total reward: 320.0', 'Training loss: 31.5365', 'Explore P: 0.1001')
('Episode: 859', 'Total reward: 480.0', 'Training loss: 19.4588', 'Explore P: 0.1001')
('Episode: 860', 'Total reward: 620.0', 'Training loss: 29.2978', 'Explore P: 0.1001')
Model Saved
('Episode: 861', 'Total reward: 560.0', 'Training loss: 42.7350', 'Explore P: 0.1001')
('Episode: 862', 'Total reward: 2320.0', 'Training loss: 32.9352', 'Explore P: 0.1001')
('Episode: 863', 'Total reward: 1210.0', 'Training loss: 25.0546', 'Explore P: 0.1001')
('Episode: 864', 'Total reward: 1760.0', 'Training loss: 119.6389', 'Explore P: 0.1001')
('Episode: 865', 'Total reward: 2960.0', 'Training loss: 35.7406', 'Explore P: 0.1001')
Model Saved
('Episode: 866', 'Total reward: 260.0', 'Training loss: 40.2532', 'Explore P: 0.1001')
('Episode: 867', 'Total reward: 520.0', 'Training loss: 66.8720', 'Explore P: 0.1001')
('Episode: 868', 'Total reward: 1980.0', 'Training loss: 83.0174', 'Explore P: 0.1001')
('Episode: 869', 'Total reward: 480.0', 'Training loss: 44.9761', 'Explore P: 0.1001')
('Episode: 870', 'Total reward: 600.0', 'Training loss: 70.9599', 'Explore P: 0.1001')
Model Saved
('Episode: 871', 'Total reward: 800.0', 'Training loss: 80.7777', 'Explore P: 0.1001')
('Episode: 872', 'Total reward: 560.0', 'Training loss: 43.0642', 'Explore P: 0.1001')
('Episode: 873', 'Total reward: 2500.0', 'Training loss: 98.2163', 'Explore P: 0.1001')
('Episode: 874', 'Total reward: 1030.0', 'Training loss: 53.3972', 'Explore P: 0.1001')
('Episode: 875', 'Total reward: 360.0', 'Training loss: 58.3517', 'Explore P: 0.1001')
Model Saved
('Episode: 876', 'Total reward: 340.0', 'Training loss: 66.4480', 'Explore P: 0.1001')
('Episode: 877', 'Total reward: 460.0', 'Training loss: 42.1372', 'Explore P: 0.1001')
('Episode: 878', 'Total reward: 420.0', 'Training loss: 57.9932', 'Explore P: 0.1001')
('Episode: 879', 'Total reward: 540.0', 'Training loss: 40.8786', 'Explore P: 0.1001')
('Episode: 880', 'Total reward: 800.0', 'Training loss: 85.3623', 'Explore P: 0.1001')
Model Saved
('Episode: 881', 'Total reward: 600.0', 'Training loss: 28.1621', 'Explore P: 0.1001')
('Episode: 882', 'Total reward: 280.0', 'Training loss: 42.5813', 'Explore P: 0.1001')
('Episode: 883', 'Total reward: 460.0', 'Training loss: 92.3325', 'Explore P: 0.1001')
('Episode: 884', 'Total reward: 1670.0', 'Training loss: 24.6181', 'Explore P: 0.1001')
('Episode: 885', 'Total reward: 1970.0', 'Training loss: 46.7619', 'Explore P: 0.1001')
Model Saved
('Episode: 886', 'Total reward: 500.0', 'Training loss: 44.2357', 'Explore P: 0.1001')
('Episode: 887', 'Total reward: 1420.0', 'Training loss: 73.9531', 'Explore P: 0.1001')
('Episode: 888', 'Total reward: 1010.0', 'Training loss: 32.7326', 'Explore P: 0.1001')
('Episode: 889', 'Total reward: 460.0', 'Training loss: 31.9174', 'Explore P: 0.1001')
('Episode: 890', 'Total reward: 480.0', 'Training loss: 40.5285', 'Explore P: 0.1001')
Model Saved
('Episode: 891', 'Total reward: 1830.0', 'Training loss: 41.8146', 'Explore P: 0.1001')
('Episode: 892', 'Total reward: 1950.0', 'Training loss: 161.5278', 'Explore P: 0.1001')
('Episode: 893', 'Total reward: 360.0', 'Training loss: 72.2974', 'Explore P: 0.1001')
('Episode: 894', 'Total reward: 480.0', 'Training loss: 38.3922', 'Explore P: 0.1001')
('Episode: 895', 'Total reward: 2830.0', 'Training loss: 18.9864', 'Explore P: 0.1001')
Model Saved
('Episode: 896', 'Total reward: 320.0', 'Training loss: 87.3965', 'Explore P: 0.1001')
('Episode: 897', 'Total reward: 1830.0', 'Training loss: 1399.2185', 'Explore P: 0.1001')
('Episode: 898', 'Total reward: 1980.0', 'Training loss: 39.7301', 'Explore P: 0.1001')
('Episode: 899', 'Total reward: 520.0', 'Training loss: 82.6339', 'Explore P: 0.1001')
('Episode: 900', 'Total reward: 2300.0', 'Training loss: 97.7228', 'Explore P: 0.1001')
Model Saved
('Episode: 901', 'Total reward: 1640.0', 'Training loss: 164.4710', 'Explore P: 0.1001')
('Episode: 902', 'Total reward: 2000.0', 'Training loss: 92.3318', 'Explore P: 0.1001')
('Episode: 903', 'Total reward: 620.0', 'Training loss: 72.1331', 'Explore P: 0.1001')
('Episode: 904', 'Total reward: 3060.0', 'Training loss: 51.9996', 'Explore P: 0.1001')
('Episode: 905', 'Total reward: 1360.0', 'Training loss: 56.2926', 'Explore P: 0.1001')
Model Saved
('Episode: 906', 'Total reward: 440.0', 'Training loss: 66.0566', 'Explore P: 0.1001')
('Episode: 907', 'Total reward: 460.0', 'Training loss: 92.0014', 'Explore P: 0.1001')
('Episode: 908', 'Total reward: 520.0', 'Training loss: 55.5986', 'Explore P: 0.1001')
('Episode: 909', 'Total reward: 520.0', 'Training loss: 42.0079', 'Explore P: 0.1001')
('Episode: 910', 'Total reward: 860.0', 'Training loss: 50.2514', 'Explore P: 0.1001')
Model Saved
('Episode: 911', 'Total reward: 460.0', 'Training loss: 84.3770', 'Explore P: 0.1000')
('Episode: 912', 'Total reward: 960.0', 'Training loss: 43.4136', 'Explore P: 0.1000')
('Episode: 913', 'Total reward: 200.0', 'Training loss: 41.2204', 'Explore P: 0.1000')
('Episode: 914', 'Total reward: 480.0', 'Training loss: 39.4205', 'Explore P: 0.1000')
('Episode: 915', 'Total reward: 830.0', 'Training loss: 97.4961', 'Explore P: 0.1000')
Model Saved
('Episode: 916', 'Total reward: 2430.0', 'Training loss: 102.7724', 'Explore P: 0.1000')
('Episode: 917', 'Total reward: 460.0', 'Training loss: 59.1660', 'Explore P: 0.1000')
('Episode: 918', 'Total reward: 1040.0', 'Training loss: 30.8604', 'Explore P: 0.1000')
('Episode: 919', 'Total reward: 1790.0', 'Training loss: 56.4306', 'Explore P: 0.1000')
('Episode: 920', 'Total reward: 500.0', 'Training loss: 83.5310', 'Explore P: 0.1000')
Model Saved
('Episode: 921', 'Total reward: 1140.0', 'Training loss: 48.8291', 'Explore P: 0.1000')
('Episode: 922', 'Total reward: 380.0', 'Training loss: 35.4367', 'Explore P: 0.1000')
('Episode: 923', 'Total reward: 560.0', 'Training loss: 36.9291', 'Explore P: 0.1000')
('Episode: 924', 'Total reward: 1790.0', 'Training loss: 71.2449', 'Explore P: 0.1000')
('Episode: 925', 'Total reward: 460.0', 'Training loss: 78.1048', 'Explore P: 0.1000')
Model Saved
('Episode: 926', 'Total reward: 2270.0', 'Training loss: 111.9853', 'Explore P: 0.1000')
('Episode: 927', 'Total reward: 1980.0', 'Training loss: 89.5224', 'Explore P: 0.1000')
('Episode: 928', 'Total reward: 2020.0', 'Training loss: 159.8390', 'Explore P: 0.1000')
('Episode: 929', 'Total reward: 480.0', 'Training loss: 106.4802', 'Explore P: 0.1000')
('Episode: 930', 'Total reward: 560.0', 'Training loss: 42.2175', 'Explore P: 0.1000')
Model Saved
('Episode: 931', 'Total reward: 500.0', 'Training loss: 42.5924', 'Explore P: 0.1000')
('Episode: 932', 'Total reward: 600.0', 'Training loss: 81.2874', 'Explore P: 0.1000')
('Episode: 933', 'Total reward: 380.0', 'Training loss: 135.8031', 'Explore P: 0.1000')
('Episode: 934', 'Total reward: 1330.0', 'Training loss: 38.6404', 'Explore P: 0.1000')
('Episode: 935', 'Total reward: 280.0', 'Training loss: 42.6686', 'Explore P: 0.1000')
Model Saved
('Episode: 936', 'Total reward: 540.0', 'Training loss: 43.5785', 'Explore P: 0.1000')
('Episode: 937', 'Total reward: 500.0', 'Training loss: 29.0719', 'Explore P: 0.1000')
('Episode: 938', 'Total reward: 580.0', 'Training loss: 46.2811', 'Explore P: 0.1000')
('Episode: 939', 'Total reward: 680.0', 'Training loss: 19.5224', 'Explore P: 0.1000')
('Episode: 940', 'Total reward: 420.0', 'Training loss: 22.9547', 'Explore P: 0.1000')
Model Saved
('Episode: 941', 'Total reward: 3540.0', 'Training loss: 56.5911', 'Explore P: 0.1000')
('Episode: 942', 'Total reward: 2100.0', 'Training loss: 78.1799', 'Explore P: 0.1000')
('Episode: 943', 'Total reward: 500.0', 'Training loss: 159.3899', 'Explore P: 0.1000')
('Episode: 944', 'Total reward: 840.0', 'Training loss: 51.0141', 'Explore P: 0.1000')
('Episode: 945', 'Total reward: 380.0', 'Training loss: 82.0935', 'Explore P: 0.1000')
Model Saved
('Episode: 946', 'Total reward: 680.0', 'Training loss: 76.1460', 'Explore P: 0.1000')
('Episode: 947', 'Total reward: 1050.0', 'Training loss: 203.3020', 'Explore P: 0.1000')
('Episode: 948', 'Total reward: 480.0', 'Training loss: 55.1902', 'Explore P: 0.1000')
('Episode: 949', 'Total reward: 440.0', 'Training loss: 39.7190', 'Explore P: 0.1000')
('Episode: 950', 'Total reward: 1700.0', 'Training loss: 67.7310', 'Explore P: 0.1000')
Model Saved
('Episode: 951', 'Total reward: 1880.0', 'Training loss: 77.7095', 'Explore P: 0.1000')
('Episode: 952', 'Total reward: 3140.0', 'Training loss: 107.6622', 'Explore P: 0.1000')
('Episode: 953', 'Total reward: 1400.0', 'Training loss: 61.9479', 'Explore P: 0.1000')
('Episode: 954', 'Total reward: 1970.0', 'Training loss: 95.5858', 'Explore P: 0.1000')
('Episode: 955', 'Total reward: 1840.0', 'Training loss: 41.9863', 'Explore P: 0.1000')
Model Saved
('Episode: 956', 'Total reward: 540.0', 'Training loss: 75.5195', 'Explore P: 0.1000')
('Episode: 957', 'Total reward: 260.0', 'Training loss: 60.2163', 'Explore P: 0.1000')
('Episode: 958', 'Total reward: 2730.0', 'Training loss: 85.3387', 'Explore P: 0.1000')
('Episode: 959', 'Total reward: 560.0', 'Training loss: 56.7721', 'Explore P: 0.1000')
('Episode: 960', 'Total reward: 580.0', 'Training loss: 96.2111', 'Explore P: 0.1000')
Model Saved
('Episode: 961', 'Total reward: 1820.0', 'Training loss: 69.7768', 'Explore P: 0.1000')
('Episode: 962', 'Total reward: 2110.0', 'Training loss: 60.5758', 'Explore P: 0.1000')
('Episode: 963', 'Total reward: 1090.0', 'Training loss: 76.6779', 'Explore P: 0.1000')
('Episode: 964', 'Total reward: 2360.0', 'Training loss: 101.7604', 'Explore P: 0.1000')
('Episode: 965', 'Total reward: 2290.0', 'Training loss: 120.4429', 'Explore P: 0.1000')
Model Saved
('Episode: 966', 'Total reward: 4140.0', 'Training loss: 81.1993', 'Explore P: 0.1000')
('Episode: 967', 'Total reward: 1610.0', 'Training loss: 50.7838', 'Explore P: 0.1000')
('Episode: 968', 'Total reward: 2490.0', 'Training loss: 171.3416', 'Explore P: 0.1000')
('Episode: 969', 'Total reward: 810.0', 'Training loss: 73.3153', 'Explore P: 0.1000')
('Episode: 970', 'Total reward: 520.0', 'Training loss: 137.5241', 'Explore P: 0.1000')
Model Saved
('Episode: 971', 'Total reward: 480.0', 'Training loss: 116.1707', 'Explore P: 0.1000')
('Episode: 972', 'Total reward: 600.0', 'Training loss: 66.3010', 'Explore P: 0.1000')
('Episode: 973', 'Total reward: 3330.0', 'Training loss: 48.2577', 'Explore P: 0.1000')
('Episode: 974', 'Total reward: 400.0', 'Training loss: 66.2526', 'Explore P: 0.1000')
('Episode: 975', 'Total reward: 720.0', 'Training loss: 138.7986', 'Explore P: 0.1000')
Model Saved
('Episode: 976', 'Total reward: 1090.0', 'Training loss: 51.1870', 'Explore P: 0.1000')
('Episode: 977', 'Total reward: 560.0', 'Training loss: 76.1788', 'Explore P: 0.1000')
('Episode: 978', 'Total reward: 420.0', 'Training loss: 43.8857', 'Explore P: 0.1000')
('Episode: 979', 'Total reward: 260.0', 'Training loss: 52.4009', 'Explore P: 0.1000')
('Episode: 980', 'Total reward: 440.0', 'Training loss: 34.8053', 'Explore P: 0.1000')
Model Saved
('Episode: 981', 'Total reward: 1420.0', 'Training loss: 32.8789', 'Explore P: 0.1000')
('Episode: 982', 'Total reward: 440.0', 'Training loss: 51.6006', 'Explore P: 0.1000')
('Episode: 983', 'Total reward: 480.0', 'Training loss: 31.5365', 'Explore P: 0.1000')
('Episode: 984', 'Total reward: 1520.0', 'Training loss: 53.6998', 'Explore P: 0.1000')
('Episode: 985', 'Total reward: 3280.0', 'Training loss: 77.6458', 'Explore P: 0.1000')
Model Saved
('Episode: 986', 'Total reward: 1150.0', 'Training loss: 55.0219', 'Explore P: 0.1000')
('Episode: 987', 'Total reward: 1470.0', 'Training loss: 50.6146', 'Explore P: 0.1000')
('Episode: 988', 'Total reward: 400.0', 'Training loss: 53.0528', 'Explore P: 0.1000')
('Episode: 989', 'Total reward: 3850.0', 'Training loss: 114.5811', 'Explore P: 0.1000')
('Episode: 990', 'Total reward: 1410.0', 'Training loss: 71.5244', 'Explore P: 0.1000')
Model Saved
('Episode: 991', 'Total reward: 620.0', 'Training loss: 32.1761', 'Explore P: 0.1000')
('Episode: 992', 'Total reward: 2920.0', 'Training loss: 93.8198', 'Explore P: 0.1000')
('Episode: 993', 'Total reward: 500.0', 'Training loss: 84.5090', 'Explore P: 0.1000')
('Episode: 994', 'Total reward: 2700.0', 'Training loss: 150.7686', 'Explore P: 0.1000')
('Episode: 995', 'Total reward: 1590.0', 'Training loss: 139.9313', 'Explore P: 0.1000')
Model Saved
('Episode: 996', 'Total reward: 440.0', 'Training loss: 38.5311', 'Explore P: 0.1000')
('Episode: 997', 'Total reward: 2340.0', 'Training loss: 44.8472', 'Explore P: 0.1000')
('Episode: 998', 'Total reward: 400.0', 'Training loss: 52.6358', 'Explore P: 0.1000')
('Episode: 999', 'Total reward: 1830.0', 'Training loss: 48.7490', 'Explore P: 0.1000')
('Episode: 1000', 'Total reward: 500.0', 'Training loss: 89.6803', 'Explore P: 0.1000')
Model Saved
('Episode: 1001', 'Total reward: 1270.0', 'Training loss: 98.0245', 'Explore P: 0.1000')
('Episode: 1002', 'Total reward: 1920.0', 'Training loss: 114.4220', 'Explore P: 0.1000')
('Episode: 1003', 'Total reward: 720.0', 'Training loss: 57.5922', 'Explore P: 0.1000')
('Episode: 1004', 'Total reward: 760.0', 'Training loss: 57.0561', 'Explore P: 0.1000')
('Episode: 1005', 'Total reward: 520.0', 'Training loss: 53.9893', 'Explore P: 0.1000')
Model Saved
('Episode: 1006', 'Total reward: 1260.0', 'Training loss: 54.8433', 'Explore P: 0.1000')
('Episode: 1007', 'Total reward: 400.0', 'Training loss: 27.5919', 'Explore P: 0.1000')
('Episode: 1008', 'Total reward: 1940.0', 'Training loss: 69.3254', 'Explore P: 0.1000')
('Episode: 1009', 'Total reward: 580.0', 'Training loss: 45.1633', 'Explore P: 0.1000')
('Episode: 1010', 'Total reward: 600.0', 'Training loss: 93.2674', 'Explore P: 0.1000')
Model Saved
('Episode: 1011', 'Total reward: 2020.0', 'Training loss: 40.9999', 'Explore P: 0.1000')
('Episode: 1012', 'Total reward: 340.0', 'Training loss: 51.1442', 'Explore P: 0.1000')
('Episode: 1013', 'Total reward: 2430.0', 'Training loss: 30.8751', 'Explore P: 0.1000')
('Episode: 1014', 'Total reward: 1140.0', 'Training loss: 74.5907', 'Explore P: 0.1000')
('Episode: 1015', 'Total reward: 2270.0', 'Training loss: 185.9345', 'Explore P: 0.1000')
Model Saved
('Episode: 1016', 'Total reward: 740.0', 'Training loss: 144.3198', 'Explore P: 0.1000')
('Episode: 1017', 'Total reward: 540.0', 'Training loss: 81.1092', 'Explore P: 0.1000')
('Episode: 1018', 'Total reward: 1010.0', 'Training loss: 978.6556', 'Explore P: 0.1000')
('Episode: 1019', 'Total reward: 2890.0', 'Training loss: 84.4534', 'Explore P: 0.1000')
('Episode: 1020', 'Total reward: 1270.0', 'Training loss: 112.2186', 'Explore P: 0.1000')
Model Saved
('Episode: 1021', 'Total reward: 1710.0', 'Training loss: 50.8102', 'Explore P: 0.1000')
('Episode: 1022', 'Total reward: 620.0', 'Training loss: 45.8782', 'Explore P: 0.1000')
('Episode: 1023', 'Total reward: 500.0', 'Training loss: 51.6399', 'Explore P: 0.1000')
('Episode: 1024', 'Total reward: 1700.0', 'Training loss: 120.3914', 'Explore P: 0.1000')
('Episode: 1025', 'Total reward: 2270.0', 'Training loss: 85.1543', 'Explore P: 0.1000')
Model Saved
('Episode: 1026', 'Total reward: 1010.0', 'Training loss: 134.7412', 'Explore P: 0.1000')
('Episode: 1027', 'Total reward: 440.0', 'Training loss: 63.0300', 'Explore P: 0.1000')
('Episode: 1028', 'Total reward: 540.0', 'Training loss: 41.2302', 'Explore P: 0.1000')
('Episode: 1029', 'Total reward: 2120.0', 'Training loss: 116.4351', 'Explore P: 0.1000')
('Episode: 1030', 'Total reward: 2210.0', 'Training loss: 74.5775', 'Explore P: 0.1000')
Model Saved
('Episode: 1031', 'Total reward: 720.0', 'Training loss: 53.5608', 'Explore P: 0.1000')
('Episode: 1032', 'Total reward: 1370.0', 'Training loss: 88.8671', 'Explore P: 0.1000')
('Episode: 1033', 'Total reward: 940.0', 'Training loss: 66.0124', 'Explore P: 0.1000')
('Episode: 1034', 'Total reward: 2780.0', 'Training loss: 117.4693', 'Explore P: 0.1000')
('Episode: 1035', 'Total reward: 1050.0', 'Training loss: 235.8221', 'Explore P: 0.1000')
Model Saved
('Episode: 1036', 'Total reward: 1370.0', 'Training loss: 104.9931', 'Explore P: 0.1000')
('Episode: 1037', 'Total reward: 1340.0', 'Training loss: 119.8084', 'Explore P: 0.1000')
('Episode: 1038', 'Total reward: 680.0', 'Training loss: 68.1249', 'Explore P: 0.1000')
('Episode: 1039', 'Total reward: 460.0', 'Training loss: 36.3448', 'Explore P: 0.1000')
('Episode: 1040', 'Total reward: 1090.0', 'Training loss: 96.2456', 'Explore P: 0.1000')
Model Saved
('Episode: 1041', 'Total reward: 420.0', 'Training loss: 36.0566', 'Explore P: 0.1000')
('Episode: 1042', 'Total reward: 320.0', 'Training loss: 53.1684', 'Explore P: 0.1000')
('Episode: 1043', 'Total reward: 1530.0', 'Training loss: 48.9650', 'Explore P: 0.1000')
('Episode: 1044', 'Total reward: 660.0', 'Training loss: 74.4411', 'Explore P: 0.1000')
('Episode: 1045', 'Total reward: 260.0', 'Training loss: 43.5124', 'Explore P: 0.1000')
Model Saved
('Episode: 1046', 'Total reward: 640.0', 'Training loss: 43.7699', 'Explore P: 0.1000')
('Episode: 1047', 'Total reward: 2440.0', 'Training loss: 1520.6411', 'Explore P: 0.1000')
('Episode: 1048', 'Total reward: 1350.0', 'Training loss: 39.0619', 'Explore P: 0.1000')
('Episode: 1049', 'Total reward: 3530.0', 'Training loss: 59.5516', 'Explore P: 0.1000')
('Episode: 1050', 'Total reward: 580.0', 'Training loss: 122.0240', 'Explore P: 0.1000')
Model Saved
('Episode: 1051', 'Total reward: 420.0', 'Training loss: 42.8853', 'Explore P: 0.1000')
('Episode: 1052', 'Total reward: 420.0', 'Training loss: 33.4797', 'Explore P: 0.1000')
